,PAGE_ID,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,universe,UNIVERSE
168,1798,Uncle Sam (New Earth),Secret Identity,,Blue Eyes,White Hair,Male Characters,Heterosexual Character,Living Characters,162,"1940, July",1940.0,DC,
169,1858,Metron (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,161,"1971, March",1971.0,DC,
170,9655,Iron (New Earth),Secret Identity,Good Characters,Photocellular Eyes,,Male Characters,Heterosexual Character,Living Characters,161,"1962, April",1962.0,DC,
171,9656,Lead (New Earth),Secret Identity,Good Characters,Photocellular Eyes,,Male Characters,Heterosexual Character,Living Characters,161,"1962, April",1962.0,DC,
172,1709,Lucas Carr (New Earth),Public Identity,,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,161,"1960, March",1960.0,DC,
173,1597,Hartley Rathaway (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Homosexual Characters,Living Characters,160,"1959, May",1959.0,DC,
174,1450,Lana Lang (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Heterosexual Character,Living Characters,159,"1986, October",1986.0,DC,
175,4430,Rose Wilson (New Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Heterosexual Character,Living Characters,158,"1992, October",1992.0,DC,
176,2755,DeSaad (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,158,"1971, May",1971.0,DC,
177,31787,Charles Taine (Pre-Zero Hour),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,158,"1961, May",1961.0,DC,
178,1463,Bane (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,157,"1993, January",1993.0,DC,
179,2766,Salakk (New Earth),Secret Identity,Good Characters,White Eyes,,Male Characters,Heterosexual Character,Living Characters,155,"1982, February",1982.0,DC,
180,9653,Tin (New Earth),Secret Identity,Good Characters,Photocellular Eyes,,Male Characters,Heterosexual Character,Living Characters,155,"1962, April",1962.0,DC,
181,17885,Samuel Morgan (New Earth),,Good Characters,,Red Hair,Male Characters,Heterosexual Character,Deceased Characters,155,"1937, March",1937.0,DC,
182,8734,Eve Eden (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,154,"1966, September",1966.0,DC,
183,1469,Harleen Quinzel (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,153,"1999, October",1999.0,DC,
184,1835,Benjamin Turner (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,153,"1975, May",1975.0,DC,
185,3656,Mark Mardon (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,152,"1960, January",1960.0,DC,
186,1558,Teth-Adam (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,152,"1945, December",1945.0,DC,
187,5315,Catherine Grant (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,151,"1987, January",1987.0,DC,
188,1699,Terrence Sloane (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,151,"1942, January",1942.0,DC,
189,51559,Jason Blood (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual Character,Living Characters,148,"1972, September",1972.0,DC,
190,9654,Gold (New Earth),Secret Identity,Good Characters,Photocellular Eyes,,Male Characters,Heterosexual Character,Living Characters,147,"1962, April",1962.0,DC,
191,1708,Victor Fries (New Earth),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,Heterosexual Character,Living Characters,143,"1959, February",1959.0,DC,
192,12024,Thomas Wayne (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,142,"1987, February",1987.0,DC,
193,1840,Arthur Light (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,142,"1962, June",1962.0,DC,
194,37939,Lester Davis (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,142,"1957, February",1957.0,DC,
195,1881,Artemis of Bana-Mighdall (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Heterosexual Character,Living Characters,141,"1994, September",1994.0,DC,
196,16146,Alanna Strange (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,141,"1958, December",1958.0,DC,
197,22057,Nuidis Vulko (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual Character,Living Characters,140,"1967, September",1967.0,DC,
198,24162,Steven Dayton (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,140,"1964, November",1964.0,DC,
199,1800,Lee Travis (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,139,"1938, October",1938.0,DC,
200,13261,Martin Stein (New Earth),Secret Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,Heterosexual Character,Deceased Characters,138,"1978, March",1978.0,DC,
201,1853,Solis (New Earth),Secret Identity,,Blue Eyes,Strawberry Blond Hair,Male Characters,Heterosexual Character,Living Characters,138,"1971, March",1971.0,DC,
202,42572,Alfred Twidgett (New Earth),Public Identity,,,,Male Characters,Heterosexual Character,Living Characters,137,"1942, June",1942.0,DC,
203,113540,Tubby Watts (New Earth),,Good Characters,,Red Hair,Male Characters,Heterosexual Character,Living Characters,137,"1941, September",1941.0,DC,
204,10339,Unknown Soldier I (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,136,"1970, July",1970.0,DC,
205,1945,Giovanni Giuseppe (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,136,"1960, July",1960.0,DC,
206,1716,Cynthia Reynolds (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,134,"1984, October",1984.0,DC,
207,1660,Victoria Vale (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual Character,Living Characters,134,"1948, October",1948.0,DC,
208,1467,Lucius Fox (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,133,"1979, January",1979.0,DC,
209,1846,Ganthet (New Earth),Public Identity,Good Characters,Green Eyes,White Hair,Male Characters,Heterosexual Character,Living Characters,132,1992,1992.0,DC,
210,1573,Izaya (New Earth),Public Identity,Good Characters,Grey Eyes,White Hair,Male Characters,Heterosexual Character,Deceased Characters,132,"1971, March",1971.0,DC,
211,70786,Barbara Ann Minerva (New Earth),Public Identity,,Brown Eyes,,Female Characters,Heterosexual Character,Living Characters,131,"1987, August",1987.0,DC,
212,1603,Rory Regan (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,131,"1976, September",1976.0,DC,
213,1789,Eclipso (New Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,131,"1963, July",1963.0,DC,
214,3610,Mick Rory (New Earth),Public Identity,,Blue Eyes,,Male Characters,Heterosexual Character,Living Characters,131,"1963, November",1963.0,DC,
215,32739,Kyle Morgan (New Earth),Public Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,Heterosexual Character,Living Characters,131,"1957, February",1957.0,DC,
216,37941,Matthew Ryan (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual Character,Living Characters,131,"1957, February",1957.0,DC,
217,1830,Dinah Drake (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Character,Deceased Characters,131,"1947, August",1947.0,DC,
218,2607,Robert Langstrom (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,130,"1970, June",1970.0,DC,
219,6417,Sargent Steel (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,130,"1964, December",1964.0,DC,
220,6063,Victory (New Earth),,Good Characters,Black Eyes,White Hair,Male Characters,Heterosexual Character,Living Characters,130,"1941, September",1941.0,DC,
221,3680,Katma Tui (New Earth),Public Identity,Good Characters,,Black Hair,Female Characters,Heterosexual Character,Deceased Characters,129,"1964, July",1964.0,DC,
222,37934,Walter Haley (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,129,"1957, February",1957.0,DC,
223,1569,Charles Victor Szasz (New Earth),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,128,"1967, June",1967.0,DC,
224,5959,Ares (New Earth),Public Identity,Bad Characters,Red Eyes,Blond Hair,Male Characters,Heterosexual Character,Living Characters,127,"1987, February",1987.0,DC,
225,69033,Rip Carter (New Earth),Public Identity,Good Characters,,Black Hair,Male Characters,Heterosexual Character,Living Characters,127,"1942, June",1942.0,DC,
226,1843,Eradicator (New Earth),Public Identity,Good Characters,Photocellular Eyes,Black Hair,Male Characters,Heterosexual Character,Deceased Characters,126,"1989, May",1989.0,DC,
227,5302,Emil Hamilton (New Earth),Public Identity,Bad Characters,Hazel Eyes,Grey Hair,Male Characters,Heterosexual Character,Living Characters,126,"1987, January",1987.0,DC,
228,4874,Richard Swift (New Earth),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,126,"1942, September",1942.0,DC,
229,22705,Frederick Freeman (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,125,"1995, May",1995.0,DC,
230,1904,Katar Hol (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,125,"1989, August",1989.0,DC,
231,1702,Richard Occult (New Earth),Secret Identity,,Grey Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,125,"1935, October",1935.0,DC,
232,1578,Maxima (New Earth),Public Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,Heterosexual Character,Deceased Characters,124,"1989, September",1989.0,DC,
233,2611,Dawn Granger (New Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Heterosexual Character,Living Characters,124,"1988, October",1988.0,DC,
234,1970,Inza Cramer (New Earth),Secret Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,Heterosexual Character,Deceased Characters,124,"1940, May",1940.0,DC,
235,1584,Linda Danvers (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,123,"1996, September",1996.0,DC,
236,5336,Dubbilex (New Earth),Public Identity,Good Characters,Green Eyes,,Male Characters,Heterosexual Character,Living Characters,123,"1971, March",1971.0,DC,
237,9907,Gunner MacKay (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,123,"1959, May",1959.0,DC,
238,2609,Antonia Monetti (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,122,"1996, October",1996.0,DC,
239,1693,Jack Knight (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual Character,Living Characters,122,"1994, September",1994.0,DC,
240,9039,Skeets (New Earth),Public Identity,Good Characters,,,Male Characters,Heterosexual Character,Living Characters,122,"1986, February",1986.0,DC,
241,1791,Nimue Inwudu (New Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Heterosexual Character,Living Characters,121,"1978, February",1978.0,DC,
242,12290,Khaji Da (New Earth),Secret Identity,Good Characters,,,,Heterosexual Character,Living Characters,121,"1964, June",1964.0,DC,
243,9908,Sarge Clay (New Earth),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,Heterosexual Character,Deceased Characters,121,"1959, May",1959.0,DC,
244,11851,Elizabeth Lawrence (New Earth),Secret Identity,,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Living Characters,120,"1942, December",1942.0,DC,
245,14503,Pallas Athena (New Earth),Public Identity,Neutral Characters,Grey Eyes,Brown Hair,Female Characters,Heterosexual Character,Living Characters,118,"1958, May",1958.0,DC,
246,8335,Crispus Allen (New Earth),Secret Identity,Good Characters,Brown Eyes,,Male Characters,Heterosexual Character,Deceased Characters,116,"2000, March",2000.0,DC,
247,1520,Evan McCulloch (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Living Characters,116,"1989, February",1989.0,DC,
248,47920,Terrence Long (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual Character,Deceased Characters,116,"1981, June",1981.0,DC,
249,2776,Strata (New Earth),Public Identity,Good Characters,White Eyes,,Female Characters,Heterosexual Character,Living Characters,115,"1989, February",1989.0,DC,
250,1718,Granny Goodness (New Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,Heterosexual Character,Deceased Characters,115,"1971, June",1971.0,DC,
251,1841,Dolphin (New Earth),,Good Characters,Blue Eyes,Silver Hair,Female Characters,Heterosexual Character,Deceased Characters,115,"1968, December",1968.0,DC,
252,14510,Zeus (New Earth),Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,Heterosexual Character,Living Characters,115,"1941, December",1941.0,DC,
253,10139,Holly Robinson (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Homosexual Characters,Living Characters,114,"1987, February",1987.0,DC,
254,38844,Martha Kane (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual Character,Deceased Characters,113,"1987, February",1987.0,DC,
255,1845,Jason Woodrue (New Earth),Public Identity,Bad Characters,Red Eyes,Green Hair,Male Characters,Heterosexual Character,Living Characters,113,"1962, July",1962.0,DC,
256,16382,John Sargent (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,113,"1941, May",1941.0,DC,
257,8107,Dian Belmont (New Earth),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,Heterosexual Character,Deceased Characters,113,"1940, February",1940.0,DC,
258,6748,Edward Bloomberg (New Earth),Secret Identity,Good Characters,Yellow Eyes,Grey Hair,Male Characters,Heterosexual Character,Deceased Characters,111,"1984, June",1984.0,DC,
259,13644,Leslie Thompkins (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Heterosexual Character,Living Characters,111,"1976, March",1976.0,DC,
260,6408,Tara Markov (Team Titans),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual Character,Deceased Characters,110,1991,1991.0,DC,
261,4837,Dmitri Pushkin (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual Character,Deceased Characters,110,"1987, February",1987.0,DC,
